# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
 1333      85.00  0.001   1  37   3.284903e+06   66.9522    6.296   4.019   0.526951   0.472107   0.000057   0.000139   0.000071   0.5641       -4.403      2.588   8.395   0.000000   0.201971
 1334      85.00  0.001   1  38   3.305970e+06   65.9676    6.296   4.016   0.515544   0.483515   0.000054   0.000131   0.000071   0.5757       -4.363      2.627   8.409   0.000000   0.149897
 1335      85.00  0.001   1  39   3.328542e+06   65.0831    6.297   4.010   0.497134   0.501926   0.000050   0.000120   0.000071   0.5850       -4.295      2.679   8.426   0.000000   0.101239
 1336      85.00  0.001   1  40   3.352619e+06   63.5759    6.298   3.996   0.495767   0.503294   0.000050   0.000119   0.000071   0.5977       -4.216      2.772   8.457   0.000000   0.050081
 1337      85.00  0.001   1  41   3.360911e+06   63.1059    6.299   4.185   0.428216   0.570851   0.000033   0.000075   0.000071   0.5988       -4.282      2.819   8.473   0.000000   0.033822
 1338      85.00  0.001   1  42   3.373740e+06   62.5927    6.316   4.198   0.314712   0.684364   0.000016   0.000012   0.000071   0.5935       -4.398      2.916   8.505   0.000000   0.010037
 1339      85.00  0.001   1  43   3.381080e+06   62.2991    6.316   4.186   0.313900   0.685176   0.000016   0.000012   0.000071   0.4605       -4.398      3.160   8.585   0.000000   0.000000
 1340      85.00  0.001   1  44   3.382315e+06   62.2498    6.312   4.076   0.313899   0.685177   0.000016   0.000012   0.000071   0.0000       -4.398      3.422   8.672   0.000000   0.000000
 1341      85.00  0.001   1  45   3.384211e+06   61.9931    6.290   3.850   0.313897   0.685179   0.000016   0.000012   0.000071   0.0000       -3.062      3.897   8.812   0.000000   0.000000
 1342      85.00  0.001   1  46   3.384444e+06   61.7854    6.284   3.837   0.313886   0.685190   0.000016   0.000012   0.000071   0.0000       -2.970      4.609   8.959   0.000000   0.000000
 1343      85.00  0.001   1  47   3.384446e+06   61.7840    6.262   3.839   0.313886   0.685190   0.000016   0.000012   0.000071   0.0000       -3.465      4.846   9.015   0.000000   0.000000
 1344      85.00  0.001   1  48   3.384446e+06   61.7836    6.209   3.841   0.313886   0.685190   0.000016   0.000012   0.000071   0.0000       -3.042      5.014   9.058   0.000000   0.000000
 1345      85.00  0.001   1  49   3.384446e+06   61.7836    6.279   3.837   0.313886   0.685190   0.000016   0.000012   0.000071   0.0000       -2.886      5.007   9.056   0.000000   0.000000
 1346      85.00  0.001   1  50   3.384446e+06   61.7835    6.318   3.835   0.313886   0.685190   0.000016   0.000012   0.000071   0.0000       -2.776      5.112   9.080   0.000000   0.000000
 1347      85.00  0.001   1  51   3.384446e+06   61.7834    6.328   3.835   0.313886   0.685190   0.000016   0.000012   0.000071   0.0000       -2.765      5.298   9.122   0.000000   0.000000
 1348      60.00  0.001   1   1   2.000152e+04   59.9992    5.694   4.718   0.756000   0.243000   0.000223   0.000531   0.000071   0.7515       -8.162      0.504   7.662   0.739742   0.259332
 1349      60.00  0.001   1   2   9.260704e+05   59.9650    5.751   4.711   0.756000   0.243000   0.000223   0.000531   0.000071   0.6928       -7.315      0.510   7.672   0.624265   0.374810
 1350      60.00  0.001   1   3   1.455311e+06   59.9335    5.787   4.703   0.756000   0.243000   0.000223   0.000531   0.000071   0.6618       -7.143      0.518   7.679   0.543644   0.455431
 1351      60.00  0.001   1   4   1.932019e+06   59.8895    5.822   4.691   0.756000   0.243000   0.000223   0.000531   0.000071   0.6295       -6.929      0.530   7.687   0.460817   0.538258
 1352      60.00  0.001   1   5   2.344826e+06   59.8249    5.855   4.675   0.756000   0.243000   0.000223   0.000531   0.000071   0.5982       -6.693      0.547   7.695   0.379293   0.619783
 1353      60.00  0.001   1   6   2.694125e+06   59.7309    5.885   4.655   0.756000   0.243000   0.000223   0.000531   0.000071   0.5688       -6.456      0.569   7.705   0.300987   0.698089
 1354      60.00  0.001   1   7   3.011669e+06   59.5796    5.914   4.627   0.756000   0.243000   0.000223   0.000531   0.000071   0.5371       -6.195      0.600   7.717   0.220159   0.778916
 1355      60.00  0.001   1   8   3.218073e+06   59.4126    5.934   4.598   0.756000   0.243000   0.000223   0.000531   0.000071   0.5147       -6.009      0.633   7.727   0.161314   0.837762
 1356      60.00  0.001   1   9   3.418244e+06   59.1647    5.955   4.562   0.756000   0.243000   0.000223   0.000531   0.000071   0.4917       -5.827      0.680   7.743   0.100233   0.898843
 1357      60.00  0.001   1  10   3.539372e+06   58.9610    5.968   4.532   0.756000   0.243000   0.000223   0.000531   0.000071   0.4770       -5.730      0.730   7.758   0.060700   0.938376
 1358      60.00  0.001   1  11   3.683718e+06   58.6609    5.986   4.497   0.756000   0.243000   0.000223   0.000531   0.000071   0.4579       -5.644      0.889   7.809   0.010640   0.988437
 1359      60.00  0.001   1  12   3.713319e+06   58.5935    5.998   4.521   0.756000   0.243000   0.000223   0.000531   0.000071   0.4203       -5.652      1.205   7.913   0.000257   0.998821
 1360      60.00  0.001   1  13   3.714768e+06   58.5903    6.006   4.540   0.756000   0.243000   0.000223   0.000531   0.000071   0.3890       -5.669      1.477   8.001   0.000000   0.999078
 1361      60.00  0.001   1  14   3.716299e+06   58.5871    6.013   4.556   0.756000   0.243000   0.000223   0.000531   0.000071   0.2812       -5.691      1.819   8.108   0.000000   0.999079
 1362      60.00  0.001   1  15   3.718872e+06   58.5811    6.029   4.492   0.756000   0.243000   0.000223   0.000531   0.000071   0.2438       -5.561      2.190   8.218   0.000000   0.999067
 1363      60.00  0.001   1  16   3.719994e+06   58.5779    6.036   4.433   0.756000   0.243000   0.000223   0.000531   0.000071   0.2748       -5.529      2.342   8.265   0.000000   0.998806
 1364      60.00  0.001   1  17   3.721191e+06   58.5743    6.045   4.356   0.756000   0.243000   0.000223   0.000531   0.000071   0.3239       -5.526      2.450   8.299   0.000000   0.997054
 1365      60.00  0.001   1  18   3.722148e+06   58.5714    6.052   4.291   0.756000   0.243000   0.000223   0.000531   0.000071   0.3514       -5.509      2.473   8.306   0.000000   0.994025
 1366      60.00  0.001   1  19   3.723405e+06   58.5671    6.062   4.215   0.756000   0.243000   0.000223   0.000531   0.000071   0.3684       -5.434      2.478   8.308   0.000000   0.989482
 1367      60.00  0.001   1  20   3.724912e+06   58.5605    6.069   4.151   0.756000   0.243000   0.000223   0.000531   0.000071   0.3738       -5.301      2.480   8.309   0.000000   0.983774
 1368      60.00  0.001   1  21   3.726280e+06   58.5526    6.073   4.118   0.756000   0.243000   0.000223   0.000531   0.000071   0.3763       -5.202      2.481   8.309   0.000000   0.978378
 1369      60.00  0.001   1  22   3.733535e+06   58.4983    6.076   4.087   0.756000   0.243000   0.000223   0.000531   0.000071   0.3801       -5.104      2.484   8.311   0.000000   0.949857
 1370      60.00  0.001   1  23   3.746096e+06   58.3945    6.076   4.076   0.756000   0.243000   0.000223   0.000531   0.000071   0.3833       -5.062      2.491   8.314   0.000000   0.900426
 1371      60.00  0.001   1  24   3.759282e+06   58.2722    6.076   4.061   0.756000   0.243000   0.000223   0.000531   0.000071   0.3862       -5.002      2.497   8.317   0.000000   0.849533
 1372      60.00  0.001   1  25   3.771986e+06   58.1344    6.077   4.043   0.756000   0.243000   0.000223   0.000531   0.000071   0.3889       -4.929      2.504   8.320   0.000000   0.800699
 1373      60.00  0.001   1  26   3.785883e+06   57.9519    6.077   4.020   0.756000   0.243000   0.000223   0.000531   0.000071   0.3922       -4.826      2.512   8.323   0.000000   0.749574
 1374      60.00  0.001   1  27   3.799048e+06   57.7261    6.078   3.996   0.756000   0.243000   0.000223   0.000531   0.000071   0.3956       -4.709      2.520   8.326   0.000000   0.700573
 1375      60.00  0.001   1  28   3.813676e+06   57.3800    6.078   3.962   0.756000   0.243000   0.000223   0.000531   0.000071   0.4000       -4.537      2.529   8.330   0.000000   0.649539
 1376      60.00  0.001   1  29   3.827573e+06   56.8386    6.078   3.923   0.756000   0.243000   0.000223   0.000531   0.000071   0.4059       -4.280      2.538   8.334   0.000000   0.599751
 1377      60.00  0.001   1  30   3.841954e+06   55.8890    6.078   3.884   0.756000   0.243000   0.000223   0.000531   0.000071   0.4146       -4.091      2.547   8.337   0.000000   0.550279
 1378      60.00  0.001   1  31   3.857275e+06   54.5630    6.077   3.880   0.756000   0.243000   0.000223   0.000531   0.000071   0.4272       -4.063      2.560   8.342   0.000000   0.500992
 1379      60.00  0.001   1  32   3.874743e+06   53.2749    6.077   3.914   0.735289   0.263724   0.000188   0.000461   0.000071   0.4403       -4.278      2.572   8.347   0.000000   0.449122
 1380      60.00  0.001   1  33   3.891152e+06   52.6077    6.078   3.951   0.711805   0.287220   0.000153   0.000391   0.000071   0.4489       -4.478      2.587   8.352   0.000000   0.399100
 1381      60.00  0.001   1  34   3.908795e+06   51.9867    6.078   3.951   0.702933   0.296096   0.000144   0.000372   0.000071   0.4571       -4.469      2.602   8.358   0.000000   0.351008
 1382      60.00  0.001   1  35   3.927418e+06   51.4372    6.079   3.963   0.693821   0.305209   0.000138   0.000357   0.000071   0.4650       -4.543      2.621   8.365   0.000000   0.300516
 1383      60.00  0.001   1  36   3.948001e+06   50.9979    6.080   3.988   0.673037   0.325998   0.000124   0.000326   0.000071   0.4719       -4.666      2.643   8.373   0.000000   0.250140
 1384      60.00  0.001   1  37   3.968932e+06   50.5581    6.080   3.992   0.658833   0.340204   0.000116   0.000306   0.000071   0.4779       -4.689      2.669   8.382   0.000000   0.199975
 1385      60.00  0.001   1  38   3.991625e+06   49.9872    6.082   3.962   0.649876   0.349163   0.000111   0.000295   0.000071   0.4867       -4.536      2.705   8.395   0.000000   0.151272
 1386      60.00  0.001   1  39   4.016479e+06   49.4100    6.083   3.981   0.622206   0.376838   0.000098   0.000263   0.000071   0.4919       -4.626      2.752   8.411   0.000000   0.100789
 1387      60.00  0.001   1  40   4.049880e+06   48.3664    6.084   3.936   0.602855   0.396191   0.000090   0.000245   0.000071   0.4989       -4.350      2.845   8.443   0.000000   0.051661
 1388      60.00  0.001   1  41   4.061716e+06   47.7241    6.084   3.906   0.595179   0.403868   0.000087   0.000237   0.000071   0.5018       -4.227      2.908   8.464   0.000000   0.030377
 1389      60.00  0.001   1  42   4.075728e+06   47.0323    6.085   3.918   0.558893   0.440158   0.000072   0.000204   0.000071   0.4977       -4.151      3.030   8.504   0.000000   0.006631
 1390      60.00  0.001   1  43   4.081399e+06   46.8132    6.085   3.890   0.557417   0.441635   0.000072   0.000202   0.000071   0.4485       -4.183      3.158   8.545   0.000000   0.000362
 1391      40.00  0.001   1   1   1.750133e+04   39.9995    5.331   4.679   0.756000   0.243000   0.000223   0.000531   0.000071   0.6593       -8.083      0.624   7.645   0.751512   0.247545
 1392      40.00  0.001   1   2   1.382605e+06   39.9698    5.401   4.671   0.756000   0.243000   0.000223   0.000531   0.000071   0.6156       -7.580      0.617   7.652   0.622548   0.376527
 1393      40.00  0.001   1   3   2.065420e+06   39.9489    5.442   4.664   0.756000   0.243000   0.000223   0.000531   0.000071   0.5873       -7.451      0.624   7.660   0.543155   0.455920
 1394      40.00  0.001   1   4   2.683204e+06   39.9227    5.482   4.654   0.756000   0.243000   0.000223   0.000531   0.000071   0.5582       -7.301      0.635   7.668   0.460128   0.538947
 1395      40.00  0.001   1   5   3.203444e+06   39.8908    5.520   4.641   0.756000   0.243000   0.000223   0.000531   0.000071   0.5300       -7.129      0.650   7.677   0.379262   0.619813
 1396      40.00  0.001   1   6   3.626138e+06   39.8517    5.554   4.624   0.756000   0.243000   0.000223   0.000531   0.000071   0.5037       -6.954      0.671   7.687   0.303756   0.695319
 1397      40.00  0.001   1   7   4.032576e+06   39.7931    5.589   4.601   0.756000   0.243000   0.000223   0.000531   0.000071   0.4741       -6.749      0.702   7.699   0.220423   0.778652
 1398      40.00  0.001   1   8   4.284973e+06   39.7387    5.612   4.580   0.756000   0.243000   0.000223   0.000531   0.000071   0.4521       -6.597      0.732   7.710   0.162274   0.836801
 1399      40.00  0.001   1   9   4.532006e+06   39.6624    5.637   4.551   0.756000   0.243000   0.000223   0.000531   0.000071   0.4303       -6.439      0.780   7.726   0.100619   0.898456

 1400      40.00  0.001   1  10   4.676915e+06   39.6026    5.653   4.531   0.756000   0.243000   0.000223   0.000531   0.000071   0.4157       -6.339      0.828   7.742   0.060980   0.938096
 1401      40.00  0.001   1  11   4.847500e+06   39.5149    5.673   4.510   0.756000   0.243000   0.000223   0.000531   0.000071   0.3971       -6.253      0.974   7.789   0.012075   0.987001
 1402      40.00  0.001   1  12   4.887198e+06   39.4929    5.686   4.532   0.756000   0.243000   0.000223   0.000531   0.000071   0.3848       -6.281      1.237   7.875   0.000572   0.998506
 1403      40.00  0.001   1  13   4.890901e+06   39.4910    5.704   4.562   0.756000   0.243000   0.000223   0.000531   0.000071   0.2644       -6.345      1.681   8.015   0.000000   0.999078
 1404      40.00  0.001   1  14   4.892105e+06   39.4905    5.707   4.564   0.756000   0.243000   0.000223   0.000531   0.000071   0.2032       -6.344      1.856   8.064   0.000000   0.999078
 1405      40.00  0.001   1  15   4.894191e+06   39.4894    5.721   4.531   0.756000   0.243000   0.000223   0.000531   0.000071   0.1512       -6.213      2.116   8.137   0.000000   0.999076
 1406      40.00  0.001   1  16   4.895316e+06   39.4886    5.737   4.498   0.756000   0.243000   0.000223   0.000531   0.000071   0.1335       -6.107      2.288   8.190   0.000000   0.999071
 1407      40.00  0.001   1  17   4.896441e+06   39.4876    5.746   4.463   0.756000   0.243000   0.000223   0.000531   0.000071   0.1501       -6.036      2.430   8.233   0.000000   0.998960
 1408      40.00  0.001   1  18   4.897566e+06   39.4865    5.754   4.423   0.756000   0.243000   0.000223   0.000531   0.000071   0.2098       -5.986      2.543   8.269   0.000000   0.998130
 1409      40.00  0.001   1  19   4.898466e+06   39.4855    5.759   4.392   0.756000   0.243000   0.000223   0.000531   0.000071   0.2490       -5.957      2.586   8.283   0.000000   0.996411
 1410      40.00  0.001   1  20   4.899816e+06   39.4840    5.769   4.355   0.756000   0.243000   0.000223   0.000531   0.000071   0.2819       -5.923      2.601   8.289   0.000000   0.992810
 1411      40.00  0.001   1  21   4.904739e+06   39.4777    5.781   4.318   0.756000   0.243000   0.000223   0.000531   0.000071   0.3036       -5.887      2.602   8.291   0.000000   0.977910
 1412      40.00  0.001   1  22   4.913649e+06   39.4661    5.782   4.318   0.756000   0.243000   0.000223   0.000531   0.000071   0.3075       -5.885      2.605   8.292   0.000000   0.950704
 1413      40.00  0.001   1  23   4.929740e+06   39.4451    5.783   4.315   0.756000   0.243000   0.000223   0.000531   0.000071   0.3103       -5.883      2.610   8.295   0.000000   0.901268
 1414      40.00  0.001   1  24   4.946676e+06   39.4227    5.784   4.307   0.756000   0.243000   0.000223   0.000531   0.000071   0.3130       -5.877      2.616   8.298   0.000000   0.850140
 1415      40.00  0.001   1  25   4.963512e+06   39.4002    5.785   4.302   0.756000   0.243000   0.000223   0.000531   0.000071   0.3157       -5.872      2.623   8.301   0.000000   0.800845
 1416      40.00  0.001   1  26   4.980348e+06   39.3775    5.786   4.298   0.756000   0.243000   0.000223   0.000531   0.000071   0.3180       -5.869      2.630   8.304   0.000000   0.750033
 1417      40.00  0.001   1  27   4.997794e+06   39.3538    5.787   4.293   0.756000   0.243000   0.000223   0.000531   0.000071   0.3204       -5.864      2.637   8.308   0.000000   0.700926
 1418      40.00  0.001   1  28   5.015379e+06   39.3296    5.788   4.287   0.756000   0.243000   0.000223   0.000531   0.000071   0.3230       -5.859      2.645   8.312   0.000000   0.649365
 1419      40.00  0.001   1  29   5.033940e+06   39.3038    5.788   4.280   0.756000   0.243000   0.000223   0.000531   0.000071   0.3258       -5.853      2.654   8.315   0.000000   0.599103
 1420      40.00  0.001   1  30   5.051672e+06   39.2788    5.789   4.275   0.756000   0.243000   0.000223   0.000531   0.000071   0.3283       -5.848      2.664   8.320   0.000000   0.549261
 1421      40.00  0.001   1  31   5.071059e+06   39.2511    5.790   4.269   0.756000   0.243000   0.000223   0.000531   0.000071   0.3307       -5.842      2.674   8.324   0.000000   0.499413
 1422      40.00  0.001   1  32   5.089370e+06   39.2246    5.791   4.262   0.756000   0.243000   0.000223   0.000531   0.000071   0.3338       -5.835      2.686   8.329   0.000000   0.451450
 1423      40.00  0.001   1  33   5.111624e+06   39.1916    5.792   4.252   0.756000   0.243000   0.000223   0.000531   0.000071   0.3368       -5.825      2.699   8.335   0.000000   0.398986
 1424      40.00  0.001   1  34   5.131812e+06   39.1609    5.793   4.241   0.756000   0.243000   0.000223   0.000531   0.000071   0.3401       -5.812      2.714   8.340   0.000000   0.350618
 1425      40.00  0.001   1  35   5.155560e+06   39.1236    5.795   4.227   0.756000   0.243000   0.000223   0.000531   0.000071   0.3433       -5.796      2.732   8.347   0.000000   0.300836
 1426      40.00  0.001   1  36   5.179310e+06   39.0848    5.796   4.213   0.756000   0.243000   0.000223   0.000531   0.000071   0.3466       -5.776      2.754   8.356   0.000000   0.249237
 1427      40.00  0.001   1  37   5.206622e+06   39.0374    5.797   4.191   0.756000   0.243000   0.000223   0.000531   0.000071   0.3500       -5.744      2.780   8.365   0.000000   0.199344
 1428      40.00  0.001   1  38   5.232746e+06   38.9881    5.799   4.168   0.756000   0.243000   0.000223   0.000531   0.000071   0.3530       -5.706      2.813   8.377   0.000000   0.149616
 1429      40.00  0.001   1  39   5.262433e+06   38.9249    5.801   4.136   0.756000   0.243000   0.000223   0.000531   0.000071   0.3536       -5.642      2.853   8.391   0.000000   0.100673
 1430      40.00  0.001   1  40   5.299705e+06   38.8217    5.803   4.062   0.756000   0.243000   0.000223   0.000531   0.000071   0.3535       -5.453      2.944   8.422   0.000000   0.049686
 1431      40.00  0.001   1  41   5.312565e+06   38.7674    5.804   4.012   0.756000   0.243000   0.000223   0.000531   0.000071   0.3513       -5.300      2.996   8.440   0.000000   0.030764
 1432      40.00  0.001   1  42   5.327140e+06   38.6526    5.805   3.905   0.756000   0.243000   0.000223   0.000531   0.000071   0.3428       -4.906      3.098   8.474   0.000000   0.010432
 1433      40.00  0.001   1  43   5.335402e+06   38.5001    5.800   3.826   0.756000   0.243000   0.000223   0.000531   0.000071   0.0018       -4.615      3.370   8.563   0.000000   0.000000
 1434      40.00  0.001   1  44   5.338024e+06   38.4281    5.791   3.790   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -4.509      3.791   8.699   0.000000   0.000000
 1435      40.00  0.001   1  45   5.339996e+06   38.3650    5.788   3.782   0.753232   0.245770   0.000216   0.000523   0.000071   0.0000       -4.491      4.164   8.800   0.000000   0.000000
 1436      40.00  0.001   1  46   5.340628e+06   38.3446    5.785   3.780   0.751912   0.247092   0.000213   0.000520   0.000071   0.0000       -4.495      4.757   8.899   0.000000   0.000000
 1437      40.00  0.001   1  47   5.340647e+06   38.3440    5.785   3.780   0.751912   0.247092   0.000213   0.000520   0.000071   0.0000       -4.494      5.032   8.958   0.000000   0.000000
 1438      40.00  0.001   1  48   5.340649e+06   38.3439    5.785   3.780   0.751912   0.247092   0.000213   0.000520   0.000071   0.0000       -4.494      5.097   8.976   0.000000   0.000000
 1439      40.00  0.001   1  49   5.340650e+06   38.3439    5.785   3.780   0.751912   0.247092   0.000213   0.000520   0.000071   0.0000       -4.494      5.156   8.991   0.000000   0.000000
 1440      40.00  0.001   1  50   5.340651e+06   38.3439    5.785   3.780   0.751912   0.247092   0.000213   0.000520   0.000071   0.0000       -4.494      5.243   9.009   0.000000   0.000000
 1441      40.00  0.001   1  51   5.340652e+06   38.3438    5.785   3.780   0.751912   0.247092   0.000213   0.000520   0.000071   0.0000       -4.495      5.599   9.075   0.000000   0.000000
 1442      25.00  0.001   1   1   4.000304e+04   24.9995    4.859   4.618   0.756000   0.243000   0.000223   0.000531   0.000071   0.5545       -7.942      0.769   7.617   0.748675   0.250383
 1443      25.00  0.001   1   2   2.059882e+06   24.9726    4.935   4.611   0.756000   0.243000   0.000223   0.000531   0.000071   0.5163       -7.819      0.761   7.625   0.623405   0.375669
 1444      25.00  0.001   1   3   3.123138e+06   24.9549    4.981   4.606   0.756000   0.243000   0.000223   0.000531   0.000071   0.4914       -7.737      0.766   7.633   0.542118   0.456956
 1445      25.00  0.001   1   4   4.047708e+06   24.9359    5.027   4.598   0.756000   0.243000   0.000223   0.000531   0.000071   0.4651       -7.641      0.775   7.642   0.458873   0.540201
 1446      25.00  0.001   1   5   4.804468e+06   24.9164    5.069   4.587   0.756000   0.243000   0.000223   0.000531   0.000071   0.4403       -7.538      0.788   7.651   0.379884   0.619190
 1447      25.00  0.001   1   6   5.461376e+06   24.8947    5.109   4.573   0.756000   0.243000   0.000223   0.000531   0.000071   0.4141       -7.425      0.808   7.662   0.300063   0.699011
 1448      25.00  0.001   1   7   6.027675e+06   24.8699    5.148   4.553   0.756000   0.243000   0.000223   0.000531   0.000071   0.3881       -7.296      0.838   7.674   0.219443   0.779632
 1449      25.00  0.001   1   8   6.394071e+06   24.8491    5.176   4.536   0.756000   0.243000   0.000223   0.000531   0.000071   0.3682       -7.199      0.868   7.686   0.159717   0.839359
 1450      25.00  0.001   1   9   6.719466e+06   24.8259    5.203   4.516   0.756000   0.243000   0.000223   0.000531   0.000071   0.3494       -7.098      0.913   7.702   0.100664   0.898412
 1451      25.00  0.001   1  10   6.920446e+06   24.8086    5.221   4.501   0.756000   0.243000   0.000223   0.000531   0.000071   0.3357       -7.032      0.962   7.718   0.060217   0.938859
 1452      25.00  0.001   1  11   7.097308e+06   24.7909    5.239   4.489   0.756000   0.243000   0.000223   0.000531   0.000071   0.3225       -6.976      1.053   7.748   0.021508   0.977568
 1453      25.00  0.001   1  12   7.182753e+06   24.7818    5.256   4.508   0.756000   0.243000   0.000223   0.000531   0.000071   0.3105       -6.988      1.281   7.822   0.001503   0.997574
 1454      25.00  0.001   1  13   7.190462e+06   24.7811    5.282   4.534   0.756000   0.243000   0.000223   0.000531   0.000071   0.1611       -7.017      1.690   7.947   0.000000   0.999078
 1455      25.00  0.001   1  14   7.191394e+06   24.7810    5.285   4.538   0.756000   0.243000   0.000223   0.000531   0.000071   0.0936       -7.022      1.823   7.983   0.000000   0.999078
 1456      25.00  0.001   1  15   7.195580e+06   24.7806    5.295   4.509   0.756000   0.243000   0.000223   0.000531   0.000071   0.0011       -6.925      2.264   8.096   0.000000   0.999076
 1457      25.00  0.001   1  16   7.197052e+06   24.7804    5.304   4.486   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000       -6.857      2.420   8.140   0.000000   0.999069
 1458      25.00  0.001   1  17   7.198809e+06   24.7801    5.314   4.453   0.756000   0.243000   0.000223   0.000531   0.000071   0.0126       -6.783      2.592   8.190   0.000000   0.998962
 1459      25.00  0.001   1  18   7.200327e+06   24.7798    5.322   4.422   0.756000   0.243000   0.000223   0.000531   0.000071   0.0778       -6.724      2.719   8.231   0.000000   0.998489
 1460      25.00  0.001   1  19   7.201740e+06   24.7795    5.331   4.392   0.756000   0.243000   0.000223   0.000531   0.000071   0.1358       -6.674      2.779   8.253   0.000000   0.996900
 1461      25.00  0.001   1  20   7.203496e+06   24.7791    5.345   4.361   0.756000   0.243000   0.000223   0.000531   0.000071   0.1830       -6.619      2.790   8.260   0.000000   0.993880
 1462      25.00  0.001   1  21   7.211705e+06   24.7769    5.370   4.327   0.756000   0.243000   0.000223   0.000531   0.000071   0.2112       -6.545      2.783   8.262   0.000000   0.978053
 1463      25.00  0.001   1  22   7.226156e+06   24.7728    5.371   4.327   0.756000   0.243000   0.000223   0.000531   0.000071   0.2160       -6.544      2.782   8.264   0.000000   0.949911
 1464      25.00  0.001   1  23   7.250722e+06   24.7657    5.373   4.322   0.756000   0.243000   0.000223   0.000531   0.000071   0.2196       -6.537      2.786   8.267   0.000000   0.900864
 1465      25.00  0.001   1  24   7.276734e+06   24.7581    5.374   4.318   0.756000   0.243000   0.000223   0.000531   0.000071   0.2225       -6.529      2.790   8.270   0.000000   0.849447
 1466      25.00  0.001   1  25   7.302746e+06   24.7503    5.376   4.314   0.756000   0.243000   0.000223   0.000531   0.000071   0.2258       -6.523      2.794   8.274   0.000000   0.799727
 1467      25.00  0.001   1  26   7.327312e+06   24.7429    5.378   4.311   0.756000   0.243000   0.000223   0.000531   0.000071   0.2290       -6.518      2.799   8.277   0.000000   0.751930
 1468      25.00  0.001   1  27   7.354769e+06   24.7345    5.379   4.308   0.756000   0.243000   0.000223   0.000531   0.000071   0.2324       -6.512      2.804   8.281   0.000000   0.701076
 1469      25.00  0.001   1  28   7.382226e+06   24.7260    5.381   4.304   0.756000   0.243000   0.000223   0.000531   0.000071   0.2355       -6.505      2.809   8.285   0.000000   0.648626
 1470      25.00  0.001   1  29   7.409682e+06   24.7173    5.383   4.299   0.756000   0.243000   0.000223   0.000531   0.000071   0.2396       -6.497      2.816   8.289   0.000000   0.599962
 1471      25.00  0.001   1  30   7.436243e+06   24.7088    5.385   4.295   0.756000   0.243000   0.000223   0.000531   0.000071   0.2422       -6.491      2.822   8.293   0.000000   0.550521
 1472      25.00  0.001   1  31   7.466514e+06   24.6989    5.387   4.290   0.756000   0.243000   0.000223   0.000531   0.000071   0.2469       -6.483      2.832   8.298   0.000000   0.499276
 1473      25.00  0.001   1  32   7.498378e+06   24.6883    5.389   4.284   0.756000   0.243000   0.000223   0.000531   0.000071   0.2510       -6.474      2.842   8.304   0.000000   0.448811
 1474      25.00  0.001   1  33   7.527056e+06   24.6786    5.390   4.278   0.756000   0.243000   0.000223   0.000531   0.000071   0.2553       -6.465      2.853   8.309   0.000000   0.399227
 1475      25.00  0.001   1  34   7.558920e+06   24.6675    5.392   4.270   0.756000   0.243000   0.000223   0.000531   0.000071   0.2595       -6.453      2.866   8.315   0.000000   0.350779
 1476      25.00  0.001   1  35   7.595564e+06   24.6544    5.394   4.260   0.756000   0.243000   0.000223   0.000531   0.000071   0.2638       -6.440      2.881   8.323   0.000000   0.299874
 1477      25.00  0.001   1  36   7.629022e+06   24.6420    5.396   4.251   0.756000   0.243000   0.000223   0.000531   0.000071   0.2686       -6.426      2.901   8.331   0.000000   0.248945
 1478      25.00  0.001   1  37   7.667254e+06   24.6274    5.399   4.238   0.756000   0.243000   0.000223   0.000531   0.000071   0.2727       -6.407      2.923   8.341   0.000000   0.201108
 1479      25.00  0.001   1  38   7.706077e+06   24.6117    5.401   4.221   0.756000   0.243000   0.000223   0.000531   0.000071   0.2755       -6.383      2.947   8.351   0.000000   0.150471
 1480      25.00  0.001   1  39   7.752305e+06   24.5917    5.404   4.194   0.756000   0.243000   0.000223   0.000531   0.000071   0.2807       -6.342      3.000   8.370   0.000000   0.099971
 1481      25.00  0.001   1  40   7.795545e+06   24.5707    5.407   4.157   0.756000   0.243000   0.000223   0.000531   0.000071   0.2814       -6.281      3.073   8.396   0.000000   0.050860
 1482      25.00  0.001   1  41   7.814561e+06   24.5601    5.408   4.127   0.756000   0.243000   0.000223   0.000531   0.000071   0.2785       -6.227      3.128   8.414   0.000000   0.030014
 1483      25.00  0.001   1  42   7.834186e+06   24.5470    5.409   4.071   0.756000   0.243000   0.000223   0.000531   0.000071   0.2702       -6.116      3.228   8.448   0.000000   0.009767
 1484      25.00  0.001   1  43   7.845078e+06   24.5365    5.403   3.957   0.756000   0.243000   0.000223   0.000531   0.000071   0.0013       -5.861      3.528   8.546   0.000000   0.000000
 1485      25.00  0.001   1  44   7.849916e+06   24.5249    5.373   3.709   0.755999   0.243000   0.000223   0.000531   0.000071   0.0000       -5.479      4.040   8.700   0.000000   0.000000
 1486      25.00  0.001   1  45   7.853916e+06   24.5108    5.373   3.695   0.720169   0.278845   0.000160   0.000470   0.000071   0.0000       -5.472      4.511   8.801   0.000000   0.000000
