# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
 2230       1.00  0.001   1  24   7.087150e+09    0.9998    1.077   3.712   0.746293   0.251736   0.000215   0.000531   0.000071   0.0000      -11.635      4.915   7.515   0.000000   0.999070
 2231       1.00  0.001   1  25   7.112716e+09    0.9997    1.157   3.708   0.742843   0.255218   0.000204   0.000531   0.000071   0.0000      -11.507      4.978   7.523   0.000000   0.999070
 2232       1.00  0.001   1  26   7.135602e+09    0.9997    1.242   3.704   0.739719   0.258366   0.000196   0.000531   0.000071   0.0000      -11.363      5.036   7.532   0.000000   0.999070
 2233       1.00  0.001   1  27   7.154375e+09    0.9996    1.322   3.702   0.737381   0.260720   0.000191   0.000531   0.000071   0.0000      -11.248      5.085   7.541   0.000000   0.999070
 2234       1.00  0.001   1  28   7.170460e+09    0.9995    1.402   3.699   0.735542   0.262569   0.000187   0.000531   0.000071   0.0000      -11.122      5.130   7.551   0.000000   0.999070
 2235       1.00  0.001   1  29   7.184744e+09    0.9993    1.483   3.696   0.734502   0.263615   0.000186   0.000531   0.000071   0.0000      -10.993      5.173   7.561   0.000000   0.999070
 2236       1.00  0.001   1  30   7.197305e+09    0.9992    1.566   3.692   0.734264   0.263854   0.000185   0.000531   0.000071   0.0000      -10.860      5.215   7.573   0.000000   0.999070
 2237       1.00  0.001   1  31   7.208005e+09    0.9990    1.648   3.687   0.734244   0.263874   0.000185   0.000531   0.000071   0.0000      -10.730      5.255   7.585   0.000000   0.999070
 2238       1.00  0.001   1  32   7.217217e+09    0.9988    1.729   3.680   0.734244   0.263874   0.000185   0.000531   0.000071   0.0000      -10.594      5.293   7.598   0.000000   0.999070
 2239       1.00  0.001   1  33   7.225291e+09    0.9986    1.811   3.676   0.734244   0.263874   0.000185   0.000531   0.000071   0.0000      -10.457      5.331   7.611   0.000000   0.999070
 2240       1.00  0.001   1  34   7.232217e+09    0.9983    1.892   3.673   0.734244   0.263874   0.000185   0.000531   0.000071   0.0000      -10.336      5.367   7.625   0.000000   0.999070
 2241       1.00  0.001   1  35   7.241968e+09    0.9980    1.974   3.668   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000      -10.201      5.402   7.648   0.000000   0.999070
 2242       1.00  0.001   1  36   7.255788e+09    0.9970    2.059   3.665   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000      -10.067      5.495   7.680   0.000000   0.999070
 2243       1.00  0.001   1  37   7.259887e+09    0.9966    2.141   3.660   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.933      5.523   7.687   0.000000   0.999070
 2244       1.00  0.001   1  38   7.263790e+09    0.9961    2.227   3.654   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.793      5.555   7.695   0.000000   0.999070
 2245       1.00  0.001   1  39   7.266971e+09    0.9955    2.308   3.651   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.665      5.584   7.705   0.000000   0.999070
 2246       1.00  0.001   1  40   7.269840e+09    0.9947    2.392   3.645   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.528      5.614   7.717   0.000000   0.999070
 2247       1.00  0.001   1  41   7.272393e+09    0.9939    2.475   3.641   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.393      5.646   7.730   0.000000   0.999070
 2248       1.00  0.001   1  42   7.274510e+09    0.9929    2.559   3.634   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.253      5.676   7.743   0.000000   0.999070
 2249       1.00  0.001   1  43   7.276430e+09    0.9916    2.643   3.627   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -9.113      5.708   7.758   0.000000   0.999070
 2250       1.00  0.001   1  44   7.277998e+09    0.9902    2.726   3.622   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.977      5.739   7.772   0.000000   0.999070
 2251       1.00  0.001   1  45   7.279421e+09    0.9884    2.811   3.618   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.841      5.771   7.788   0.000000   0.999070
 2252       1.00  0.001   1  46   7.280689e+09    0.9863    2.894   3.612   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.704      5.805   7.806   0.000000   0.999070
 2253       1.00  0.001   1  47   7.281746e+09    0.9838    2.978   3.604   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.561      5.839   7.824   0.000000   0.999070
 2254       1.00  0.001   1  48   7.282707e+09    0.9807    3.063   3.600   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.414      5.875   7.842   0.000000   0.999070
 2255       1.00  0.001   1  49   7.283543e+09    0.9771    3.145   3.595   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.285      5.911   7.861   0.000000   0.999068
 2256       1.00  0.001   1  50   7.284334e+09    0.9723    3.229   3.588   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.149      5.953   7.882   0.000000   0.999057
 2257       1.00  0.001   1  51   7.285024e+09    0.9665    3.313   3.584   0.735017   0.263097   0.000187   0.000531   0.000071   0.0000       -8.012      5.993   7.908   0.000000   0.998917
 2258       0.90  0.001   1   1   5.240537e+07    0.9000   -0.067   3.800   0.756000   0.243000   0.000224   0.000531   0.000071   0.0251        0.000      1.982   7.126   0.752228   0.246713
 2259       0.90  0.001   1   2   1.630761e+09    0.9000   -0.026   3.803   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.061   7.141   0.621818   0.377154
 2260       0.90  0.001   1   3   2.480371e+09    0.9000    0.002   3.805   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.116   7.154   0.541599   0.457383
 2261       0.90  0.001   1   4   3.310223e+09    0.9000    0.034   3.808   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.176   7.169   0.461990   0.537000
 2262       0.90  0.001   1   5   4.140075e+09    0.9000    0.069   3.811   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.243   7.185   0.380803   0.618193
 2263       0.90  0.001   1   6   4.950169e+09    0.9000    0.107   3.813   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.319   7.203   0.300446   0.698554
 2264       0.90  0.001   1   7   5.780021e+09    0.9000    0.152   3.815   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.409   7.223   0.220217   0.778789
 2265       0.90  0.001   1   8   6.465834e+09    0.9000    0.194   3.817   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.496   7.241   0.160657   0.838359
 2266       0.90  0.001   1   9   7.274390e+09    0.9000    0.252   3.820   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.614   7.266   0.100914   0.898128
 2267       0.90  0.001   1  10   7.824027e+09    0.9000    0.297   3.822   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.704   7.288   0.061865   0.937196
 2268       0.90  0.001   1  11   8.580563e+09    0.9000    0.367   3.823   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.858   7.325   0.006910   0.992159
 2269       0.90  0.001   1  12   9.049360e+09    0.9000    0.424   3.822   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.010   7.329   0.000201   0.998868
 2270       0.90  0.001   1  13   9.452348e+09    0.9000    0.484   3.818   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.194   7.336   0.000000   0.999069
 2271       0.90  0.001   1  14   9.553999e+09    0.9000    0.502   3.817   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.254   7.339   0.000000   0.999069
 2272       0.90  0.001   1  15   9.706272e+09    0.9000    0.530   3.814   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.354   7.345   0.000000   0.999069
 2273       0.90  0.001   1  16   9.920173e+09    0.9000    0.578   3.804   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.562   7.359   0.000000   0.999069
 2274       0.90  0.001   1  17   9.990634e+09    0.9000    0.595   3.798   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.661   7.366   0.000000   0.999069
 2275       0.90  0.001   1  18   1.007116e+10    0.9000    0.615   3.790   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.804   7.378   0.000000   0.999069
 2276       0.90  0.001   1  19   1.013961e+10    0.9000    0.627   3.778   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.963   7.396   0.000000   0.999069
 2277       0.90  0.001   1  20   1.019316e+10    0.9000    0.626   3.764   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000        0.000      4.122   7.417   0.000000   0.999069
 2278       0.90  0.001   1  21   1.023065e+10    0.9000    0.618   3.752   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000        0.000      4.245   7.434   0.000000   0.999069
 2279       0.90  0.001   1  22   1.029694e+10    0.9000    0.644   3.736   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000      -12.288      4.454   7.457   0.000000   0.999069
 2280       0.90  0.001   1  23   1.036638e+10    0.8999    0.735   3.720   0.754235   0.243797   0.000223   0.000531   0.000071   0.0000      -12.120      4.632   7.470   0.000000   0.999069
 2281       0.90  0.001   1  24   1.042447e+10    0.8999    0.834   3.717   0.752211   0.245719   0.000223   0.000531   0.000071   0.0000      -11.963      4.756   7.479   0.000000   0.999069
 2282       0.90  0.001   1  25   1.048508e+10    0.8998    0.952   3.711   0.748172   0.249776   0.000222   0.000531   0.000071   0.0000      -11.775      4.872   7.491   0.000000   0.999069
 2283       0.90  0.001   1  26   1.052826e+10    0.8997    1.059   3.707   0.744580   0.253398   0.000216   0.000531   0.000071   0.0000      -11.632      4.956   7.506   0.000000   0.999069
 2284       0.90  0.001   1  27   1.056126e+10    0.8996    1.164   3.702   0.741344   0.256659   0.000209   0.000531   0.000071   0.0000      -11.440      5.025   7.520   0.000000   0.999069
 2285       0.90  0.001   1  28   1.058213e+10    0.8995    1.243   3.700   0.739792   0.258221   0.000205   0.000531   0.000071   0.0000      -11.315      5.072   7.530   0.000000   0.999069
 2286       0.90  0.001   1  29   1.060768e+10    0.8994    1.358   3.697   0.738109   0.259915   0.000202   0.000531   0.000071   0.0000      -11.111      5.135   7.544   0.000000   0.999069
 2287       0.90  0.001   1  30   1.062568e+10    0.8992    1.451   3.691   0.737476   0.260551   0.000200   0.000531   0.000071   0.0000      -10.986      5.185   7.558   0.000000   0.999069
 2288       0.90  0.001   1  31   1.063641e+10    0.8991    1.518   3.688   0.737401   0.260626   0.000200   0.000531   0.000071   0.0000      -10.887      5.216   7.566   0.000000   0.999069
 2289       0.90  0.001   1  32   1.065133e+10    0.8988    1.620   3.682   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000      -10.718      5.266   7.581   0.000000   0.999069
 2290       0.90  0.001   1  33   1.066136e+10    0.8986    1.708   3.677   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000      -10.556      5.304   7.594   0.000000   0.999069
 2291       0.90  0.001   1  34   1.066816e+10    0.8984    1.771   3.674   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000      -10.477      5.333   7.605   0.000000   0.999069
 2292       0.90  0.001   1  35   1.067782e+10    0.8980    1.872   3.668   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000      -10.310      5.380   7.622   0.000000   0.999069
 2293       0.90  0.001   1  36   1.069473e+10    0.8971    1.972   3.663   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000      -10.158      5.472   7.653   0.000000   0.999069
 2294       0.90  0.001   1  37   1.070040e+10    0.8966    2.068   3.658   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.979      5.506   7.661   0.000000   0.999069
 2295       0.90  0.001   1  38   1.070484e+10    0.8961    2.147   3.654   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.866      5.536   7.670   0.000000   0.999069
 2296       0.90  0.001   1  39   1.070872e+10    0.8954    2.238   3.649   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.706      5.566   7.680   0.000000   0.999069
 2297       0.90  0.001   1  40   1.071199e+10    0.8947    2.319   3.645   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.590      5.595   7.691   0.000000   0.999069
 2298       0.90  0.001   1  41   1.071488e+10    0.8938    2.405   3.639   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.457      5.625   7.704   0.000000   0.999069
 2299       0.90  0.001   1  42   1.071756e+10    0.8927    2.495   3.632   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.304      5.658   7.719   0.000000   0.999069
 2300       0.90  0.001   1  43   1.071972e+10    0.8914    2.585   3.625   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.136      5.690   7.734   0.000000   0.999069
 2301       0.90  0.001   1  44   1.072153e+10    0.8900    2.665   3.621   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -9.016      5.721   7.749   0.000000   0.999069
 2302       0.90  0.001   1  45   1.072318e+10    0.8881    2.756   3.615   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.862      5.755   7.765   0.000000   0.999069
 2303       0.90  0.001   1  46   1.072456e+10    0.8859    2.840   3.606   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.733      5.788   7.781   0.000000   0.999069
 2304       0.90  0.001   1  47   1.072580e+10    0.8832    2.924   3.603   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.593      5.823   7.799   0.000000   0.999069
 2305       0.90  0.001   1  48   1.072684e+10    0.8801    3.011   3.598   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.449      5.858   7.818   0.000000   0.999069
 2306       0.90  0.001   1  49   1.072779e+10    0.8761    3.097   3.591   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.306      5.897   7.837   0.000000   0.999069
 2307       0.90  0.001   1  50   1.072864e+10    0.8711    3.188   3.586   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.151      5.938   7.857   0.000000   0.999068
 2308       0.90  0.001   1  51   1.072937e+10    0.8652    3.273   3.581   0.737393   0.260634   0.000200   0.000531   0.000071   0.0000       -8.009      5.979   7.877   0.000000   0.999060
 2309       0.80  0.001   1   1   1.140757e+08    0.8000   -0.309   3.768   0.756000   0.243000   0.000224   0.000531   0.000071   0.0185        0.000      1.972   7.087   0.750387   0.248515
 2310       0.80  0.001   1   2   2.358176e+09    0.8000   -0.276   3.771   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.048   7.098   0.620215   0.378726
